Tên tr??ng,N?m,Mã ngành,Tên ngành,T? h?p môn,?i?m chu?n,Ghi chú
H?c vi?n Báo chí và Tuyên truy?n,2019,7320104,Ngành Truy?n thông ?a ph??ng ti?n,C15,24.75,
H?c vi?n Báo chí và Tuyên truy?n,2019,7320105,Ngành Truy?n thông ??i chúng,"D01, R22",22.35,
H?c vi?n Báo chí và Tuyên truy?n,2019,7320105,Ngành Truy?n thông ??i chúng,A16,21.85,
H?c vi?n Báo chí và Tuyên truy?n,2019,7320105,Ngành Truy?n thông ??i chúng,C15,23.35,
H?c vi?n Báo chí và Tuyên truy?n,2019,7340403,Ngành Qu?n lý công,"D01, R22",19.75,
H?c vi?n Báo chí và Tuyên truy?n,2019,7340403,Ngành Qu?n lý công,A16,19.75,
H?c vi?n Báo chí và Tuyên truy?n,2019,7340403,Ngành Qu?n lý công,C15,19.75,
H?c vi?n Báo chí và Tuyên truy?n,2019,7760101,Ngành Công tác xã h?i,"D01, R22",19.85,
H?c vi?n Báo chí và Tuyên truy?n,2019,7760101,Ngành Công tác xã h?i,A16,19.35,
H?c vi?n Báo chí và Tuyên truy?n,2019,7760101,Ngành Công tác xã h?i,C15,20.35,
H?c vi?n Báo chí và Tuyên truy?n,2019,527,"Ngành Kinh t?, chuyên ngành Qu?n lý kinh t?","D01, R22",20.5,
H?c vi?n Báo chí và Tuyên truy?n,2019,527,"Ngành Kinh t?, chuyên ngành Qu?n lý kinh t?",A16,19.25,
H?c vi?n Báo chí và Tuyên truy?n,2019,527,"Ngành Kinh t?, chuyên ngành Qu?n lý kinh t?",C15,21.25,
H?c vi?n Báo chí và Tuyên truy?n,2019,528,"Ngành Kinh t?, chuyên ngành Kinh t? và Qu?n lý (ch?t l??ng cao)","D01, R22",20.25,
H?c vi?n Báo chí và Tuyên truy?n,2019,528,"Ngành Kinh t?, chuyên ngành Kinh t? và Qu?n lý (ch?t l??ng cao)",A16,19,
H?c vi?n Báo chí và Tuyên truy?n,2019,528,"Ngành Kinh t?, chuyên ngành Kinh t? và Qu?n lý (ch?t l??ng cao)",C15,21,
H?c vi?n Báo chí và Tuyên truy?n,2019,529,"Ngành Kinh t?, chuyên ngành Kinh t? và Qu?n lý","D01, R22",20.65,
H?c vi?n Báo chí và Tuyên truy?n,2019,529,"Ngành Kinh t?, chuyên ngành Kinh t? và Qu?n lý",A16,19.9,
H?c vi?n Báo chí và Tuyên truy?n,2019,529,"Ngành Kinh t?, chuyên ngành Kinh t? và Qu?n lý",C15,21.4,
H?c vi?n Báo chí và Tuyên truy?n,2019,530,"Ngành Chính tr? h?c, chuyên ngành Qu?n lý ho?t ??ng t? t??ng - v?n hóa","D01, R22",17,
H?c vi?n Báo chí và Tuyên truy?n,2019,530,"Ngành Chính tr? h?c, chuyên ngành Qu?n lý ho?t ??ng t? t??ng - v?n hóa",A16,17,
H?c vi?n Báo chí và Tuyên truy?n,2019,530,"Ngành Chính tr? h?c, chuyên ngành Qu?n lý ho?t ??ng t? t??ng - v?n hóa",C15,17,
H?c vi?n Báo chí và Tuyên truy?n,2019,531,"Ngành Chính tr? h?c, chuyên ngành Chính tr? h?c phát tri?n","D01, R22",16,
H?c vi?n Báo chí và Tuyên truy?n,2019,531,"Ngành Chính tr? h?c, chuyên ngành Chính tr? h?c phát tri?n",A16,16,
H?c vi?n Báo chí và Tuyên truy?n,2019,531,"Ngành Chính tr? h?c, chuyên ngành Chính tr? h?c phát tri?n",C15,16,
H?c vi?n Báo chí và Tuyên truy?n,2019,533,"Ngành Chính tr? h?c, chuyên ngành T? t??ng H? Chí Minh","D01, R22",16,
H?c vi?n Báo chí và Tuyên truy?n,2019,533,"Ngành Chính tr? h?c, chuyên ngành T? t??ng H? Chí Minh",A16,16,
H?c vi?n Báo chí và Tuyên truy?n,2019,533,"Ngành Chính tr? h?c, chuyên ngành T? t??ng H? Chí Minh",C15,16,
H?c vi?n Báo chí và Tuyên truy?n,2019,535,"Ngành Chính tr? h?c, chuyên ngành V?n hóa phát tri?n","D01, R22",17.75,
H?c vi?n Báo chí và Tuyên truy?n,2019,535,"Ngành Chính tr? h?c, chuyên ngành V?n hóa phát tri?n",A16,17.75,
H?c vi?n Báo chí và Tuyên truy?n,2019,535,"Ngành Chính tr? h?c, chuyên ngành V?n hóa phát tri?n",C15,17.75,
H?c vi?n Báo chí và Tuyên truy?n,2019,536,"Ngành Chính tr? h?c, chuyên ngành Chính sách công","D01, R22",16,
H?c vi?n Báo chí và Tuyên truy?n,2019,536,"Ngành Chính tr? h?c, chuyên ngành Chính sách công",A16,16,
H?c vi?n Báo chí và Tuyên truy?n,2019,536,"Ngành Chính tr? h?c, chuyên ngành Chính sách công",C15,16,
H?c vi?n Báo chí và Tuyên truy?n,2019,538,"Ngành Chính tr? h?c, chuyên ngành Truy?n thông chính sách","D01, R22",18.75,
H?c vi?n Báo chí và Tuyên truy?n,2019,538,"Ngành Chính tr? h?c, chuyên ngành Truy?n thông chính sách",A16,18.75,
H?c vi?n Báo chí và Tuyên truy?n,2019,538,"Ngành Chính tr? h?c, chuyên ngành Truy?n thông chính sách",C15,18.75,
H?c vi?n Báo chí và Tuyên truy?n,2019,532,"Ngành Qu?n lý nhà n??c, chuyên ngành Qu?n lý xã h?i","D01, R22",17.75,
H?c vi?n Báo chí và Tuyên truy?n,2019,532,"Ngành Qu?n lý nhà n??c, chuyên ngành Qu?n lý xã h?i",A16,17.75,
H?c vi?n Báo chí và Tuyên truy?n,2019,532,"Ngành Qu?n lý nhà n??c, chuyên ngành Qu?n lý xã h?i",C15,17.75,
H?c vi?n Báo chí và Tuyên truy?n,2019,537,"Ngành Qu?n lý nhà n??c, chuyên ngành Qu?n lý hành chính nhà n??c","D01, R22",17.5,
H?c vi?n Báo chí và Tuyên truy?n,2019,537,"Ngành Qu?n lý nhà n??c, chuyên ngành Qu?n lý hành chính nhà n??c",A16,17.5,
H?c vi?n Báo chí và Tuyên truy?n,2019,537,"Ngành Qu?n lý nhà n??c, chuyên ngành Qu?n lý hành chính nhà n??c",C15,17.5,
H?c vi?n Báo chí và Tuyên truy?n,2019,801,"Ngành Xu?t b?n, chuyên ngành Biên t?p xu?t b?n","D01, R22",20.75,
H?c vi?n Báo chí và Tuyên truy?n,2019,801,"Ngành Xu?t b?n, chuyên ngành Biên t?p xu?t b?n",A16,20.25,
H?c vi?n Báo chí và Tuyên truy?n,2019,801,"Ngành Xu?t b?n, chuyên ngành Biên t?p xu?t b?n",C15,21.25,
H?c vi?n Báo chí và Tuyên truy?n,2019,802,"Ngành Xu?t b?n, chuyên ngành Xu?t b?n ?i?n t?","D01, R22",19.85,
H?c vi?n Báo chí và Tuyên truy?n,2019,802,"Ngành Xu?t b?n, chuyên ngành Xu?t b?n ?i?n t?",A16,19.35,
H?c vi?n Báo chí và Tuyên truy?n,2019,802,"Ngành Xu?t b?n, chuyên ngành Xu?t b?n ?i?n t?",C15,20.35,
H?c vi?n Báo chí và Tuyên truy?n,2019,7229010,"Ngành L?ch s?, chuyên ngành L?ch s? ??ng C?ng s?n Vi?t Nam",C00,25.75,
H?c vi?n Báo chí và Tuyên truy?n,2019,7229010,"Ngành L?ch s?, chuyên ngành L?ch s? ??ng C?ng s?n Vi?t Nam",C03,23.75,
H?c vi?n Báo chí và Tuyên truy?n,2019,7229010,"Ngành L?ch s?, chuyên ngành L?ch s? ??ng C?ng s?n Vi?t Nam","D14, R23",25.75,
H?c vi?n Báo chí và Tuyên truy?n,2019,7229010,"Ngành L?ch s?, chuyên ngành L?ch s? ??ng C?ng s?n Vi?t Nam",C19,25.75,
H?c vi?n Báo chí và Tuyên truy?n,2019,602,"Ngành Báo chí, chuyên ngành Báo in",R15,19.65,
H?c vi?n Báo chí và Tuyên truy?n,2019,602,"Ngành Báo chí, chuyên ngành Báo in","R05, R19",20.4,
H?c vi?n Báo chí và Tuyên truy?n,2019,602,"Ngành Báo chí, chuyên ngành Báo in",R06,19.15,
H?c vi?n Báo chí và Tuyên truy?n,2019,602,"Ngành Báo chí, chuyên ngành Báo in",R16,22.15,
H?c vi?n Báo chí và Tuyên truy?n,2019,603,"Ngành Báo chí, chuyên ngành ?nh báo chí",R07,19.2,
H?c vi?n Báo chí và Tuyên truy?n,2019,603,"Ngành Báo chí, chuyên ngành ?nh báo chí","R08, R20",21.2,
H?c vi?n Báo chí và Tuyên truy?n,2019,603,"Ngành Báo chí, chuyên ngành ?nh báo chí",R09,18.7,
H?c vi?n Báo chí và Tuyên truy?n,2019,603,"Ngành Báo chí, chuyên ngành ?nh báo chí",R17,21.7,
H?c vi?n Báo chí và Tuyên truy?n,2019,604,"Ngành Báo chí, chuyên ngành Báo phát thanh",R15,20,
H?c vi?n Báo chí và Tuyên truy?n,2019,604,"Ngành Báo chí, chuyên ngành Báo phát thanh","R05, R19",20.75,
H?c vi?n Báo chí và Tuyên truy?n,2019,604,"Ngành Báo chí, chuyên ngành Báo phát thanh",R06,19.5,
H?c vi?n Báo chí và Tuyên truy?n,2019,604,"Ngành Báo chí, chuyên ngành Báo phát thanh",R16,22.5,
H?c vi?n Báo chí và Tuyên truy?n,2019,605,"Ngành Báo chí, chuyên ngành Báo truy?n hình",R15,22,
H?c vi?n Báo chí và Tuyên truy?n,2019,605,"Ngành Báo chí, chuyên ngành Báo truy?n hình","R05, R19",22.75,
H?c vi?n Báo chí và Tuyên truy?n,2019,605,"Ngành Báo chí, chuyên ngành Báo truy?n hình",R06,21.5,
H?c vi?n Báo chí và Tuyên truy?n,2019,605,"Ngành Báo chí, chuyên ngành Báo truy?n hình",R16,24,
H?c vi?n Báo chí và Tuyên truy?n,2019,606,"Ngành Báo chí, chuyên ngành Quay phim truy?n hình",R11,16,
H?c vi?n Báo chí và Tuyên truy?n,2019,606,"Ngành Báo chí, chuyên ngành Quay phim truy?n hình","R12, R21",16.5,
H?c vi?n Báo chí và Tuyên truy?n,2019,606,"Ngành Báo chí, chuyên ngành Quay phim truy?n hình",R13,16,
H?c vi?n Báo chí và Tuyên truy?n,2019,606,"Ngành Báo chí, chuyên ngành Quay phim truy?n hình",R18,16.25,
H?c vi?n Báo chí và Tuyên truy?n,2019,607,"Ngành Báo chí, chuyên ngành Báo m?ng ?i?n t?",R15,20.5,
H?c vi?n Báo chí và Tuyên truy?n,2019,607,"Ngành Báo chí, chuyên ngành Báo m?ng ?i?n t?","R05, R19",21,
H?c vi?n Báo chí và Tuyên truy?n,2019,607,"Ngành Báo chí, chuyên ngành Báo m?ng ?i?n t?",R06,20,
H?c vi?n Báo chí và Tuyên truy?n,2019,607,"Ngành Báo chí, chuyên ngành Báo m?ng ?i?n t?",R16,23,
H?c vi?n Báo chí và Tuyên truy?n,2019,608,"Ngành Báo chí, chuyên ngành Báo truy?n hình (ch?t l??ng cao)",R15,19.25,
H?c vi?n Báo chí và Tuyên truy?n,2019,608,"Ngành Báo chí, chuyên ngành Báo truy?n hình (ch?t l??ng cao)","R05, R19",20.5,
H?c vi?n Báo chí và Tuyên truy?n,2019,608,"Ngành Báo chí, chuyên ngành Báo truy?n hình (ch?t l??ng cao)",R06,18.5,
H?c vi?n Báo chí và Tuyên truy?n,2019,608,"Ngành Báo chí, chuyên ngành Báo truy?n hình (ch?t l??ng cao)",R16,21.75,
H?c vi?n Báo chí và Tuyên truy?n,2019,609,"Ngành Báo chí, chuyên ngành Báo m?ng ?i?n t? (ch?t l??ng cao)",R15,18.85,
H?c vi?n Báo chí và Tuyên truy?n,2019,609,"Ngành Báo chí, chuyên ngành Báo m?ng ?i?n t? (ch?t l??ng cao)","R05, R19",20.1,
H?c vi?n Báo chí và Tuyên truy?n,2019,609,"Ngành Báo chí, chuyên ngành Báo m?ng ?i?n t? (ch?t l??ng cao)",R06,18.85,
H?c vi?n Báo chí và Tuyên truy?n,2019,609,"Ngành Báo chí, chuyên ngành Báo m?ng ?i?n t? (ch?t l??ng cao)",R16,21.35,
H?c vi?n Báo chí và Tuyên truy?n,2019,610,"Ngành Quan h? qu?c t?, chuyên ngành Thông tin ??i ngo?i",D01,29.75,
H?c vi?n Báo chí và Tuyên truy?n,2019,610,"Ngành Quan h? qu?c t?, chuyên ngành Thông tin ??i ngo?i",D72,29.25,
H?c vi?n Báo chí và Tuyên truy?n,2019,610,"Ngành Quan h? qu?c t?, chuyên ngành Thông tin ??i ngo?i",D78,30.75,
H?c vi?n Báo chí và Tuyên truy?n,2019,610,"Ngành Quan h? qu?c t?, chuyên ngành Thông tin ??i ngo?i",R24,30.25,
H?c vi?n Báo chí và Tuyên truy?n,2019,610,"Ngành Quan h? qu?c t?, chuyên ngành Thông tin ??i ngo?i",R26,30.75,
H?c vi?n Báo chí và Tuyên truy?n,2019,611,"Ngành Quan h? qu?c t?, chuyên ngành Quan h? chính tr? và truy?n thông qu?c t?",D01,29.7,
H?c vi?n Báo chí và Tuyên truy?n,2019,611,"Ngành Quan h? qu?c t?, chuyên ngành Quan h? chính tr? và truy?n thông qu?c t?",D72,29.2,
H?c vi?n Báo chí và Tuyên truy?n,2019,611,"Ngành Quan h? qu?c t?, chuyên ngành Quan h? chính tr? và truy?n thông qu?c t?",D78,30.7,
H?c vi?n Báo chí và Tuyên truy?n,2019,611,"Ngành Quan h? qu?c t?, chuyên ngành Quan h? chính tr? và truy?n thông qu?c t?",R24,30.2,
H?c vi?n Báo chí và Tuyên truy?n,2019,611,"Ngành Quan h? qu?c t?, chuyên ngành Quan h? chính tr? và truy?n thông qu?c t?",R25,30.7,
H?c vi?n Báo chí và Tuyên truy?n,2019,611,"Ngành Quan h? qu?c t?, chuyên ngành Quan h? chính tr? và truy?n thông qu?c t?",R26,30.7,
H?c vi?n Báo chí và Tuyên truy?n,2019,614,"Ngành Quan h? qu?c t?, chuyên ngành Quan h? qu?c t? và truy?n thông toàn c?u (ch?t l??ng cao)",D01,30.65,
H?c vi?n Báo chí và Tuyên truy?n,2019,614,"Ngành Quan h? qu?c t?, chuyên ngành Quan h? qu?c t? và truy?n thông toàn c?u (ch?t l??ng cao)",D72,30.15,
H?c vi?n Báo chí và Tuyên truy?n,2019,614,"Ngành Quan h? qu?c t?, chuyên ngành Quan h? qu?c t? và truy?n thông toàn c?u (ch?t l??ng cao)",D78,31.65,
H?c vi?n Báo chí và Tuyên truy?n,2019,614,"Ngành Quan h? qu?c t?, chuyên ngành Quan h? qu?c t? và truy?n thông toàn c?u (ch?t l??ng cao)",R24,31.15,
H?c vi?n Báo chí và Tuyên truy?n,2019,614,"Ngành Quan h? qu?c t?, chuyên ngành Quan h? qu?c t? và truy?n thông toàn c?u (ch?t l??ng cao)",R25,31.65,
H?c vi?n Báo chí và Tuyên truy?n,2019,614,"Ngành Quan h? qu?c t?, chuyên ngành Quan h? qu?c t? và truy?n thông toàn c?u (ch?t l??ng cao)",R26,31.65,
H?c vi?n Báo chí và Tuyên truy?n,2019,615,"Ngành Quan h? công chúng, chuyên ngành Quan h? công chúng chuyên nghi?p",D01,32.75,
H?c vi?n Báo chí và Tuyên truy?n,2019,615,"Ngành Quan h? công chúng, chuyên ngành Quan h? công chúng chuyên nghi?p",D72,32.25,
H?c vi?n Báo chí và Tuyên truy?n,2019,615,"Ngành Quan h? công chúng, chuyên ngành Quan h? công chúng chuyên nghi?p",D78,34,
H?c vi?n Báo chí và Tuyên truy?n,2019,615,"Ngành Quan h? công chúng, chuyên ngành Quan h? công chúng chuyên nghi?p",R24,33.25,
H?c vi?n Báo chí và Tuyên truy?n,2019,615,"Ngành Quan h? công chúng, chuyên ngành Quan h? công chúng chuyên nghi?p",R25,33.75,
H?c vi?n Báo chí và Tuyên truy?n,2019,615,"Ngành Quan h? công chúng, chuyên ngành Quan h? công chúng chuyên nghi?p",R26,33.75,
H?c vi?n Báo chí và Tuyên truy?n,2019,616,"Ngành Quan h? công chúng, chuyên ngành Truy?n thông marketing (ch?t l??ng cao)",D01,31,
H?c vi?n Báo chí và Tuyên truy?n,2019,616,"Ngành Quan h? công chúng, chuyên ngành Truy?n thông marketing (ch?t l??ng cao)",D72,30.5,
H?c vi?n Báo chí và Tuyên truy?n,2019,616,"Ngành Quan h? công chúng, chuyên ngành Truy?n thông marketing (ch?t l??ng cao)",D78,32.25,
H?c vi?n Báo chí và Tuyên truy?n,2019,616,"Ngành Quan h? công chúng, chuyên ngành Truy?n thông marketing (ch?t l??ng cao)",R24,32.5,
H?c vi?n Báo chí và Tuyên truy?n,2019,616,"Ngành Quan h? công chúng, chuyên ngành Truy?n thông marketing (ch?t l??ng cao)",R25,33,
H?c vi?n Báo chí và Tuyên truy?n,2019,616,"Ngành Quan h? công chúng, chuyên ngành Truy?n thông marketing (ch?t l??ng cao)",R26,33,
H?c vi?n Báo chí và Tuyên truy?n,2019,7220201,Ngành Ngôn ng? Anh,D01,31,
H?c vi?n Báo chí và Tuyên truy?n,2019,7220201,Ngành Ngôn ng? Anh,D72,30.5,
H?c vi?n Báo chí và Tuyên truy?n,2019,7220201,Ngành Ngôn ng? Anh,D78,31.5,
H?c vi?n Báo chí và Tuyên truy?n,2019,7220201,Ngành Ngôn ng? Anh,R24,31.5,
H?c vi?n Báo chí và Tuyên truy?n,2019,7220201,Ngành Ngôn ng? Anh,R25,31.5,
H?c vi?n Báo chí và Tuyên truy?n,2019,7220201,Ngành Ngôn ng? Anh,R26,31.5,
H?c vi?n Báo chí và Tuyên truy?n,2019,7320107,Ngành Truy?n thông qu?c t?,D01,31,
H?c vi?n Báo chí và Tuyên truy?n,2019,7320107,Ngành Truy?n thông qu?c t?,D72,30.5,
H?c vi?n Báo chí và Tuyên truy?n,2019,7320107,Ngành Truy?n thông qu?c t?,D78,32,
H?c vi?n Báo chí và Tuyên truy?n,2019,7320107,Ngành Truy?n thông qu?c t?,R24,31.5,
H?c vi?n Báo chí và Tuyên truy?n,2019,7320107,Ngành Truy?n thông qu?c t?,R25,31.75,
H?c vi?n Báo chí và Tuyên truy?n,2019,7320107,Ngành Truy?n thông qu?c t?,R26,32,
H?c vi?n Báo chí và Tuyên truy?n,2019,7320110,Ngành Qu?ng cáo,D01,30.5,
H?c vi?n Báo chí và Tuyên truy?n,2019,7320110,Ngành Qu?ng cáo,D72,30.25,
H?c vi?n Báo chí và Tuyên truy?n,2019,7320110,Ngành Qu?ng cáo,D78,30.75,
H?c vi?n Báo chí và Tuyên truy?n,2019,7320110,Ngành Qu?ng cáo,R24,30.5,
H?c vi?n Báo chí và Tuyên truy?n,2019,7320110,Ngành Qu?ng cáo,R25,30.5,
H?c vi?n Báo chí và Tuyên truy?n,2019,7320110,Ngành Qu?ng cáo,R26,30.75,
H?c vi?n Báo chí và Tuyên truy?n,2020,7229001,Ngành Tri?t h?c,"D01,R22",19.65,
H?c vi?n Báo chí và Tuyên truy?n,2020,7229001,Ngành Tri?t h?c,A16,19.65,
H?c vi?n Báo chí và Tuyên truy?n,2020,7229001,Ngành Tri?t h?c,C15,19.65,
H?c vi?n Báo chí và Tuyên truy?n,2020,7229008,Ngành Ch? ngh?a xã h?i khoa h?c,"D01,R22",19.25,
H?c vi?n Báo chí và Tuyên truy?n,2020,7229008,Ngành Ch? ngh?a xã h?i khoa h?c,A16,19.25,
H?c vi?n Báo chí và Tuyên truy?n,2020,7229008,Ngành Ch? ngh?a xã h?i khoa h?c,C15,19.25,
H?c vi?n Báo chí và Tuyên truy?n,2020,7310102,Ngành Kinh t? chính tr?,"D01,R22",23.2,
H?c vi?n Báo chí và Tuyên truy?n,2020,7310102,Ngành Kinh t? chính tr?,A16,22.7,
H?c vi?n Báo chí và Tuyên truy?n,2020,7310102,Ngành Kinh t? chính tr?,C15,23.95,
H?c vi?n Báo chí và Tuyên truy?n,2020,7310202,Ngành Xây d?ng ??ng và chính quy?n nhà n??c,"D01,R22",21.3,
H?c vi?n Báo chí và Tuyên truy?n,2020,7310202,Ngành Xây d?ng ??ng và chính quy?n nhà n??c,A16,21.05,
H?c vi?n Báo chí và Tuyên truy?n,2020,7310202,Ngành Xây d?ng ??ng và chính quy?n nhà n??c,C15,22.05,
H?c vi?n Báo chí và Tuyên truy?n,2020,7310301,Ngành Xã h?i h?c,"D01,R22",23.35,
H?c vi?n Báo chí và Tuyên truy?n,2020,7310301,Ngành Xã h?i h?c,A16,22.85,
H?c vi?n Báo chí và Tuyên truy?n,2020,7310301,Ngành Xã h?i h?c,C15,23.85,
H?c vi?n Báo chí và Tuyên truy?n,2020,7320104,Ngành Truy?n thông ?a ph??ng ti?n,"D01,R22",26.57,
H?c vi?n Báo chí và Tuyên truy?n,2020,7320104,Ngành Truy?n thông ?a ph??ng ti?n,A16,26.07,
H?c vi?n Báo chí và Tuyên truy?n,2020,7320104,Ngành Truy?n thông ?a ph??ng ti?n,C15,27.57,
H?c vi?n Báo chí và Tuyên truy?n,2020,7320105,Ngành Truy?n thông ??i chúng,"D01,R22",25.53,
H?c vi?n Báo chí và Tuyên truy?n,2020,7320105,Ngành Truy?n thông ??i chúng,A16,25.03,
H?c vi?n Báo chí và Tuyên truy?n,2020,7320105,Ngành Truy?n thông ??i chúng,C15,26.53,
H?c vi?n Báo chí và Tuyên truy?n,2020,7340403,Ngành Qu?n lý công,"D01,R22",22.77,
H?c vi?n Báo chí và Tuyên truy?n,2020,7340403,Ngành Qu?n lý công,A16,22.77,
H?c vi?n Báo chí và Tuyên truy?n,2020,7340403,Ngành Qu?n lý công,C15,22.77,
H?c vi?n Báo chí và Tuyên truy?n,2020,7760101,Ngành Công tác xã h?i,"D01,R22",23.06,
H?c vi?n Báo chí và Tuyên truy?n,2020,7760101,Ngành Công tác xã h?i,A16,22.56,
H?c vi?n Báo chí và Tuyên truy?n,2020,7760101,Ngành Công tác xã h?i,C15,23.56,
H?c vi?n Báo chí và Tuyên truy?n,2020,527,"Ngành Kinh t?, chuyên ngành Qu?n lý kinh t?",D01; R22,24.05,
H?c vi?n Báo chí và Tuyên truy?n,2020,527,"Ngành Kinh t?, chuyên ngành Qu?n lý kinh t?",A16,22.8,
H?c vi?n Báo chí và Tuyên truy?n,2020,527,"Ngành Kinh t?, chuyên ngành Qu?n lý kinh t?",C15,24.3,
H?c vi?n Báo chí và Tuyên truy?n,2020,528,"Ngành Kinh t?, chuyên ngành Kinh t? và Qu?n lý (ch?t l??ng cao)","D01,R22",22.95,
H?c vi?n Báo chí và Tuyên truy?n,2020,528,"Ngành Kinh t?, chuyên ngành Kinh t? và Qu?n lý (ch?t l??ng cao)",A16,21.7,
H?c vi?n Báo chí và Tuyên truy?n,2020,528,"Ngành Kinh t?, chuyên ngành Kinh t? và Qu?n lý (ch?t l??ng cao)",C15,23.2,
H?c vi?n Báo chí và Tuyên truy?n,2020,529,"Ngành Kinh t?, chuyên ngành Kinh t? và Qu?n lý","D01,R22",23.9,
H?c vi?n Báo chí và Tuyên truy?n,2020,529,"Ngành Kinh t?, chuyên ngành Kinh t? và Qu?n lý",A16,22.65,
H?c vi?n Báo chí và Tuyên truy?n,2020,529,"Ngành Kinh t?, chuyên ngành Kinh t? và Qu?n lý",C15,24.65,
H?c vi?n Báo chí và Tuyên truy?n,2020,530,"Ngành Chính tr? h?c, chuyên ngành Qu?n lý ho?t ??ng t? t??ng - v?n hóa","D01,R22",18.7,
H?c vi?n Báo chí và Tuyên truy?n,2020,530,"Ngành Chính tr? h?c, chuyên ngành Qu?n lý ho?t ??ng t? t??ng - v?n hóa",A16,18.7,
H?c vi?n Báo chí và Tuyên truy?n,2020,530,"Ngành Chính tr? h?c, chuyên ngành Qu?n lý ho?t ??ng t? t??ng - v?n hóa",C15,18.7,
H?c vi?n Báo chí và Tuyên truy?n,2020,531,"Ngành Chính tr? h?c, chuyên ngành Chính tr? h?c phát tri?n","D01,R22",16.5,
H?c vi?n Báo chí và Tuyên truy?n,2020,531,"Ngành Chính tr? h?c, chuyên ngành Chính tr? h?c phát tri?n",A16,16.5,
H?c vi?n Báo chí và Tuyên truy?n,2020,531,"Ngành Chính tr? h?c, chuyên ngành Chính tr? h?c phát tri?n",C15,16.5,
H?c vi?n Báo chí và Tuyên truy?n,2020,533,"Ngành Chính tr? h?c, chuyên ngành T? t??ng H? Chí Minh","D01,R22",16,
H?c vi?n Báo chí và Tuyên truy?n,2020,533,"Ngành Chính tr? h?c, chuyên ngành T? t??ng H? Chí Minh",A16,16,
H?c vi?n Báo chí và Tuyên truy?n,2020,533,"Ngành Chính tr? h?c, chuyên ngành T? t??ng H? Chí Minh",C15,16,
H?c vi?n Báo chí và Tuyên truy?n,2020,535,"Ngành Chính tr? h?c, chuyên ngành V?n hóa phát tri?n","D01,R22",19.35,
H?c vi?n Báo chí và Tuyên truy?n,2020,535,"Ngành Chính tr? h?c, chuyên ngành V?n hóa phát tri?n",A16,19.35,
H?c vi?n Báo chí và Tuyên truy?n,2020,535,"Ngành Chính tr? h?c, chuyên ngành V?n hóa phát tri?n",C15,19.35,
H?c vi?n Báo chí và Tuyên truy?n,2020,536,"Ngành Chính tr? h?c, chuyên ngành Chính sách công","D01,R22",18.15,
H?c vi?n Báo chí và Tuyên truy?n,2020,536,"Ngành Chính tr? h?c, chuyên ngành Chính sách công",A16,18.15,
H?c vi?n Báo chí và Tuyên truy?n,2020,536,"Ngành Chính tr? h?c, chuyên ngành Chính sách công",C15,18.15,
H?c vi?n Báo chí và Tuyên truy?n,2020,538,"Ngành Chính tr? h?c, chuyên ngành Truy?n thông chính sách","D01,R22",22.15,
H?c vi?n Báo chí và Tuyên truy?n,2020,538,"Ngành Chính tr? h?c, chuyên ngành Truy?n thông chính sách",A16,22.15,
H?c vi?n Báo chí và Tuyên truy?n,2020,538,"Ngành Chính tr? h?c, chuyên ngành Truy?n thông chính sách",C15,22.15,
H?c vi?n Báo chí và Tuyên truy?n,2020,532,"Ngành Qu?n lý nhà n??c, chuyên ngành Qu?n lý xã h?i","D01,R22",21.9,
H?c vi?n Báo chí và Tuyên truy?n,2020,532,"Ngành Qu?n lý nhà n??c, chuyên ngành Qu?n lý xã h?i",A16,21.9,
H?c vi?n Báo chí và Tuyên truy?n,2020,532,"Ngành Qu?n lý nhà n??c, chuyên ngành Qu?n lý xã h?i",C15,21.9,
H?c vi?n Báo chí và Tuyên truy?n,2020,537,"Ngành Qu?n lý nhà n??c, chuyên ngành Qu?n lý hành chính nhà n??c","D01,R22",21.72,
H?c vi?n Báo chí và Tuyên truy?n,2020,537,"Ngành Qu?n lý nhà n??c, chuyên ngành Qu?n lý hành chính nhà n??c",A16,21.72,
H?c vi?n Báo chí và Tuyên truy?n,2020,537,"Ngành Qu?n lý nhà n??c, chuyên ngành Qu?n lý hành chính nhà n??c",C15,21.72,
H?c vi?n Báo chí và Tuyên truy?n,2020,801,"Ngành Xu?t b?n, chuyên ngành Biên t?p xu?t b?n","D01,R22",24.5,
H?c vi?n Báo chí và Tuyên truy?n,2020,801,"Ngành Xu?t b?n, chuyên ngành Biên t?p xu?t b?n",A16,24,
H?c vi?n Báo chí và Tuyên truy?n,2020,801,"Ngành Xu?t b?n, chuyên ngành Biên t?p xu?t b?n",C15,25,
H?c vi?n Báo chí và Tuyên truy?n,2020,802,"Ngành Xu?t b?n, chuyên ngành Xu?t b?n ?i?n t?","D01,R22",24.2,
H?c vi?n Báo chí và Tuyên truy?n,2020,802,"Ngành Xu?t b?n, chuyên ngành Xu?t b?n ?i?n t?",A16,23.7,
H?c vi?n Báo chí và Tuyên truy?n,2020,802,"Ngành Xu?t b?n, chuyên ngành Xu?t b?n ?i?n t?",C15,24.7,
